S No,Village LGD Code,Village Name (In English),Village Name (In Local language),Hierarchy,Census 2001 Code,Census2011 Code,Pesa Status,View Government Order,View Details,View History,View Map
1562,22192,Kothi (576),कोठी (576),Solan(Sub-District) / Solan(District) / Himachal Pradesh(State),01526000,022192,N,,,,
1563,20044,Kothi (76),कोठी (76),Arki(Sub-District) / Solan(District) / Himachal Pradesh(State),01329900,020044,N,,,,
1564,21861,Kothi (80),कोठी (80),Solan(Sub-District) / Solan(District) / Himachal Pradesh(State),01492900,021861,N,,,,
1565,21908,Kothi Deora (672),कोठी देवरा (672),Solan(Sub-District) / Solan(District) / Himachal Pradesh(State),01497600,021908,N,,,,
1566,939141,Kothi First (466),कोठी प्रथम,Kunihar(Sub-District) / Solan(District) / Himachal Pradesh(State),,000000,N,,,,
1567,20056,Kothi Jamogi (482),कोठी जमोगी (482),Arki(Sub-District) / Solan(District) / Himachal Pradesh(State),01332800,020056,N,,,,
1568,20220,Kothi Kanwal (492),कोठी कनवाल (492),Arki(Sub-District) / Solan(District) / Himachal Pradesh(State),01349100,020220,N,,,,
1569,22126,Kothon (13),कोठों (13),Solan(Sub-District) / Solan(District) / Himachal Pradesh(State),01519400,022126,N,,,,
1570,22077,Kothon (629),कोठों (629),Solan(Sub-District) / Solan(District) / Himachal Pradesh(State),01514500,022077,N,,,,
1571,21224,Koti (187),कोटी (187),Baddi(Sub-District) / Solan(District) / Himachal Pradesh(State),01459300,021224,N,,,,
1572,22067,Koti Kalan (625),कोटी कलां (625),Solan(Sub-District) / Solan(District) / Himachal Pradesh(State),01513500,022067,N,,,,
1573,21697,Koti Khas (128),कोटी खास (128),Kasauli(Sub-District) / Solan(District) / Himachal Pradesh(State),01476500,021697,N,,,,
1574,22062,Koti Khurd (611),कोटी खुर्द (611),Solan(Sub-District) / Solan(District) / Himachal Pradesh(State),01513000,022062,N,,,,
1575,21210,Kotla (203),कोटला (203),Baddi(Sub-District) / Solan(District) / Himachal Pradesh(State),01457900,021210,N,,,,
1576,20459,Kotla (311),कोटला (311),Darlaghat(Sub-District) / Solan(District) / Himachal Pradesh(State),01323800,020459,N,,,,
