S No,Village LGD Code,Village Name (In English),Village Name (In Local language),Hierarchy,Census 2001 Code,Census2011 Code,Pesa Status,View Government Order,View Details,View History,View Map
619,18487,Sar (5/6),सर (5/6),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01160200,018487,N,,,,
620,18499,Sarnoti (4/5),सरनोटी(4/5),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01161400,018499,N,,,,
621,18629,Saroh (14/2),सरोह(14/2),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01174400,018629,N,,,,
622,18650,Sarsoli (8/19),सरसोली(8/19),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01176500,018650,N,,,,
623,18814,Sasan (221),सासन (221),Mehatpur(Sub-District) / Una(District) / Himachal Pradesh(State),01192900,018814,N,,,,
624,18552,Sasan (7/18),सासन (7/18),Birhu Kalan(Sub-District) / Una(District) / Himachal Pradesh(State),01166700,018552,N,,,,
625,18655,Sasan (9/10),सासन (9/10),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01177000,018655,N,,,,
626,18731,Satleta (443),सतलेटा (443),Una(Sub-District) / Una(District) / Himachal Pradesh(State),01184600,018731,N,,,,
627,18692,Sepra (11/21),सेपड़ा(11/21),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01180700,018692,N,,,,
628,18340,Seri (176),सेरी (176),Amb(Sub-District) / Una(District) / Himachal Pradesh(State),01145500,018340,N,,,,
629,18395,Shiv Nagar (3/4),शिवनगर(3/4),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01151000,018395,N,,,,
630,18878,Shiyampura,श्यामपुरा,Dulahar(Sub-District) / Una(District) / Himachal Pradesh(State),01196900,018878,N,,,,
631,18205,Sidh Chalehar,सिद्ध चलेहड़,Amb(Sub-District) / Una(District) / Himachal Pradesh(State),01132000,018205,N,,,,
632,18620,Sihana (14/12),सिहाना(14/12),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01173500,018620,N,,,,
633,18096,Sikri (6),सिकरी (6),Ghanari(Sub-District) / Una(District) / Himachal Pradesh(State),01121100,018096,N,,,,
634,18873,Singa Urf Surkalan (531),सिंगा उर्फ सूरकलां (531),Dulahar(Sub-District) / Una(District) / Himachal Pradesh(State),01196700,018873,N,,,,
635,18475,Sirth (5/5),सिरठ (5/5),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01159000,018475,N,,,,
636,18374,Sohari (2/4),सोहारी (2/4),Jol(Sub-District) / Una(District) / Himachal Pradesh(State),01148900,018374,N,,,,
637,18653,Soharla Jhikla (8/22),सोहारला झिकला (8/22),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01176800,018653,N,,,,
638,18652,Soharla Upperla (8/21),सोहारला उपरला (8/21),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01176700,018652,N,,,,
639,18651,Suhari (8/23),सुहारी (8/23),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01176600,018651,N,,,,
640,18674,Suhari (9/31),सुहारी(9/31),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01178900,018674,N,,,,
641,18207,Suhin (73),सूंही (73),Amb(Sub-District) / Una(District) / Himachal Pradesh(State),01132200,018207,N,,,,
642,18409,Sukdiyal (16/14),सुकडि़याल (16/14),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01152400,018409,N,,,,
643,18632,Suknehra (14/11),सुकनेहड़ा(14/11),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01174700,018632,N,,,,
644,18793,Sunehra (213),सुनेहरा (213),Una(Sub-District) / Una(District) / Himachal Pradesh(State),01190800,018793,N,,,,
645,18288,Suri (41),सूरी (41),Amb(Sub-District) / Una(District) / Himachal Pradesh(State),01140300,018288,N,,,,
646,18751,Surjehra (451),सुरजेहड़ा(451),Una(Sub-District) / Una(District) / Himachal Pradesh(State),01186600,018751,N,,,,
647,18610,Surra (8/20),सुरड़ा(8/20),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01172500,018610,N,,,,
648,18783,Tabba (211),टब्बा (211),Una(Sub-District) / Una(District) / Himachal Pradesh(State),01189800,018783,N,,,,
649,18888,Tahliwal Nichala (472),टाहलीवाल निचला,Haroli(Sub-District) / Una(District) / Himachal Pradesh(State),01197200,018888,N,,,,
650,18887,Tahliwal Uperla (472),टाहलीवाल उपरला,Haroli(Sub-District) / Una(District) / Himachal Pradesh(State),01197200,018887,N,,,,
651,937796,Takhatpur (247),तख्तपुर(247),Mehatpur(Sub-District) / Una(District) / Himachal Pradesh(State),,000000,N,,,,
652,18758,Takka (Bishna Nagar) (190),महल टक्का विशनानगर (190),Una(Sub-District) / Una(District) / Himachal Pradesh(State),01187300,018758,N,,,,
653,18381,Takoli (2/2),टकोली (2/2),Jol(Sub-District) / Una(District) / Himachal Pradesh(State),01149600,018381,N,,,,
654,18351,Talap (1/4),तलप (1/4),Jol(Sub-District) / Una(District) / Himachal Pradesh(State),01146600,018351,N,,,,
655,18561,Talehra Sanhal (7/31),तलेहड़ा सन्हाल (7/31),Birhu Kalan(Sub-District) / Una(District) / Himachal Pradesh(State),01167600,018561,N,,,,
656,18383,Talmehra (4/1),तलमेहड़ा (4/1),Jol(Sub-District) / Una(District) / Himachal Pradesh(State),01149800,018383,N,,,,
657,18427,Talpi (16/5),तल्पी (16/5),Bangana(Sub-District) / Una(District) / Himachal Pradesh(State),01154200,018427,N,,,,
