S No,Village LGD Code,Village Name (In English),Village Name (In Local language),Hierarchy,Census 2001 Code,Census2011 Code,Pesa Status,View Government Order,View Details,View History,View Map
92,12633,Dhar Gunla (170),धार गुन्ला (170),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00595600,012633,F,,,,
93,12161,Dhar Gurdhar (173),धार गुरधार (173),Udaipur(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00548400,012161,F,,,,
94,12477,Dhar Gyundi (50),धार घियूंडी (50),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00580000,012477,F,,,,
95,12489,Dhar Hal (59),धार हल (59),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00581200,012489,F,,,,
96,12232,Dhar Holat (205),धार हौलाट (205),Udaipur(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00555500,012232,F,,,,
97,12577,Dhar Jamaro (134),धार जमारो (134),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00590000,012577,F,,,,
98,12168,Dhar Jatul (193),धार जातुल (193),Udaipur(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00549100,012168,F,,,,
99,12643,Dhar Jhanda Choksa (176),धार झन्डा चोकसा (176),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00596600,012643,F,,,,
100,12250,Dhar Jholing (224),धार झोलिंग (224),Udaipur(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00557300,012250,F,,,,
101,12563,Dhar Jikvaldar (123),धार जिगबलदर (123),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00588600,012563,F,,,,
102,12525,Dhar Jong (88),धार जोंग (88),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00584800,012525,F,,,,
103,12200,Dhar Jutgahar (121),धार जुटगाहर (121),Udaipur(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00552300,012200,F,,,,
104,12453,Dhar Kabjima (27),धार कावजिमा (27),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00577600,012453,F,,,,
105,12437,Dhar Kabzima Gyapma (11),धार कावजिमा ज्ञाम्पा (11),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00576000,012437,F,,,,
106,12217,Dhar Kagal Pangah (147),धार कागल पंगाह (147),Udaipur(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00554000,012217,F,,,,
107,12648,Dhar Kargyupa (179),धार करजुम्पा (179),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00597100,012648,F,,,,
108,12654,Dhar Karjenpa (182),धार करजेन्पा (182),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00597700,012654,F,,,,
109,12158,Dhar Karpat (194),धार करपट (194),Udaipur(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00548100,012158,F,,,,
110,12510,Dhar Keuling (75),धार क्यूलिंग (75),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00583300,012510,F,,,,
111,12552,Dhar Khamengar (112),धार खमेगर (112),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00587500,012552,F,,,,
112,12242,Dhar Khingar (218),धार खिंगर (218),Udaipur(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00556500,012242,F,,,,
113,12540,Dhar Kidul (103),धार किदुल (103),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00586300,012540,F,,,,
114,12555,Dhar Kilung (115),धार किलुंग (115),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00587800,012555,F,,,,
115,12143,Dhar Kundari (189),धार कुन्देरी (189),Udaipur(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00546600,012143,F,,,,
116,12204,Dhar Kundel (126),धार कुन्देल (126),Udaipur(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00552700,012204,F,,,,
117,12441,Dhar Kurp Ruveru (15),धार कुरूपेरूवरू (15),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00576400,012441,F,,,,
118,12556,Dhar Ladarche (116),धार लादरचे (116),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00587900,012556,F,,,,
119,12429,Dhar Lagmi Chhumik (3),धार लमगी छुमिक (3),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00575200,012429,F,,,,
120,12587,Dhar Lalung (144),धार लालुंग (144),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00591000,012587,F,,,,
121,12497,Dhar Lama Chung Chung (65),धार लामा चुंग-चुंग (65),Spiti(Sub-District) / Lahaul And Spiti(District) / Himachal Pradesh(State),00582000,012497,F,,,,
