S No,Village LGD Code,Village Name (In English),Village Name (In Local language),Hierarchy,Census 2001 Code,Census2011 Code,Pesa Status,View Government Order,View Details,View History,View Map
158,24088,Bamot (148),बमौत(148),Dhami(Sub-District) / Shimla(District) / Himachal Pradesh(State),01715100,024088,N,,,,
159,25583,Bamrar (49),बमराड(49),Chaupal(Sub-District) / Shimla(District) / Himachal Pradesh(State),01844700,025583,N,,,,
160,25409,Bamta (31),बम्टा(31),Chaupal(Sub-District) / Shimla(District) / Himachal Pradesh(State),01834800,025409,N,,,,
161,25623,Banah (151),बनाह(151),Kupvi(Sub-District) / Shimla(District) / Himachal Pradesh(State),01846100,025623,N,,,,
162,26156,Banahal (33),बनाहल (33),Kalbog(Sub-District) / Shimla(District) / Himachal Pradesh(State),01894800,026156,N,,,,
163,25306,Banahal (93),बनाहल(93),Theog(Sub-District) / Shimla(District) / Himachal Pradesh(State),01825900,025306,N,,,,
164,24340,Banahan(149),बनाहन(149),Dhami(Sub-District) / Shimla(District) / Himachal Pradesh(State),01738500,024340,N,,,,
165,23815,Banahar (147),बनाहर(147),Kumarsain(Sub-District) / Shimla(District) / Himachal Pradesh(State),01687800,023815,N,,,,
166,24516,Banari (123),बनाडी (123),Shimla ( Rural )(Sub-District) / Shimla(District) / Himachal Pradesh(State),01755000,024516,N,,,,
167,25304,Banari (43),बनाड़ी (43),Deha(Sub-District) / Shimla(District) / Himachal Pradesh(State),01825700,025304,N,,,,
168,25021,Ban Bag (156),बनबाग(156),Theog(Sub-District) / Shimla(District) / Himachal Pradesh(State),01798900,025021,N,,,,
169,26513,Banchhuna(108),बन्छूना(108),Rohru(Sub-District) / Shimla(District) / Himachal Pradesh(State),01925800,026513,N,,,,
170,23798,Banda (81/3),बान्डा(81-3),Nankhari(Sub-District) / Shimla(District) / Himachal Pradesh(State),01686100,023798,N,,,,
171,25654,Bandal (158),बांदल(158),Kupvi(Sub-District) / Shimla(District) / Himachal Pradesh(State),01847200,025654,N,,,,
172,25066,Bandli (113),बाँदली(113),Theog(Sub-District) / Shimla(District) / Himachal Pradesh(State),01803300,025066,N,,,,
173,26319,Bandli (155),बण्डली(155),Kotkhai(Sub-District) / Shimla(District) / Himachal Pradesh(State),01907700,026319,N,,,,
174,25357,Baneha (19),बनेहा (19),Deha(Sub-District) / Shimla(District) / Himachal Pradesh(State),01830800,025357,N,,,,
175,25093,Banewal (128),बनेवल(128),Theog(Sub-District) / Shimla(District) / Himachal Pradesh(State),01806000,025093,N,,,,
176,24233,Bangera (7),बंगैरा(7),Dhami(Sub-District) / Shimla(District) / Himachal Pradesh(State),01729600,024233,N,,,,
177,26178,Bani,उप-महाल बाडी,Kotkhai(Sub-District) / Shimla(District) / Himachal Pradesh(State),01896200,026178,N,,,,
178,23769,Bani Basa (21),बनीबासा(21),Nankhari(Sub-District) / Shimla(District) / Himachal Pradesh(State),01683200,023769,N,,,,
