S No,Village LGD Code,Village Name (In English),Village Name (In Local language),Hierarchy,Census 2001 Code,Census2011 Code,Pesa Status,View Government Order,View Details,View History,View Map
519,17813,Darobri (44/42),दरोबडी (44/42),Tauni Devi Bamson(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),01092800,017813,N,,,,
520,17041,Darogan (47/10),दरोगन (47/10),Tauni Devi Bamson(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),01018000,017041,N,,,,
521,16362,Darsal (55/21),दरसाल (55/21),Tira Sujanpur(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),00953000,016362,N,,,,
522,17814,Dart (44/40),दारट (44/40),Tauni Devi Bamson(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),01092900,017814,N,,,,
523,16613,Dartal (17/26),दरताल (17/26),Nadaun(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),00977800,016613,N,,,,
524,17187,Daruhi (47/29),दडूही (47/29),Hamirpur(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),01032000,017187,N,,,,
525,16371,Daryal (55/23),दरयाल (55/23),Tira Sujanpur(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),00953900,016371,N,,,,
526,17261,Daryota (45/23),दडयोटा (45/23),Hamirpur(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),01041300,017261,N,,,,
527,17955,Dasmal (42/98),दशमल (42/98),Bhoranj(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),01107000,017955,N,,,,
528,17883,Dasmal (44/49),दसमल (44/49),Tauni Devi Bamson(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),01099800,017883,N,,,,
529,17770,Dasmal (45/36),दसमल (45/36),Lambloo(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),01051800,017770,N,,,,
530,16964,Daswin (28/10),दसवी (28/10),Galore(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),00994900,016964,N,,,,
531,16773,Dehi (25/15),देही (25/15),Kangoo(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),01002300,016773,N,,,,
532,16917,Dehli (27/9),ढैहली (27/9),Galore(Sub-District) / Hamirpur(District) / Himachal Pradesh(State),00990100,016917,N,,,,
